NRO,CBname,CBtype,CBlength, LinkedThing, CBname, CBtype, CBlength, LinkedThing,CBname, CBtype, CBlength, LinkedThing, CBname, CBtype, CBlength, LinkedThing, CBname,CBtype,CBlength, LinkedThing, CBname, CBtype, CBlength, LinkedThing86LEB,86LEB_TR_00001,144,81,86LEB_00004,
86SAG,86SAG_TR_00003,72,237,86SAG_00005,
86LEN,86LEN_TR_00004,72,75,86LEN_00003,
 ,86LEN_TR_00005,72,711,86LEN_00003,
86SJS,86SJS_TR_00006,144,52,86SJS_00003,
86LOU,86LOU_TR_00002,288,468,86LOU_PEP_TR_00003,86LOU_TR_00011,144,391,86LOU_PEP_TR_00013,86LOU_TR_00016,72,0,86LOU_00008,
 , , , , , , , , ,86LOU_TR_00017,72,26,86LOU_00009,
 , , , , ,86LOU_TR_00009,72,0,86LOU_00001,
 , , , , ,86LOU_TR_00010,72,643,86LOU_00011,
 ,86LOU_TR_00003,288,305,86LOU_PEP_TR_00004,86LOU_TR_00013,288,334,86LOU_PEP_TR_00015,86LOU_TR_00015,144,357,86LOU_PEP_TR_00017,86LOU_TR_00018,72,0,86LOU_00003,
 , , , , , , , , , , , , ,86LOU_TR_00019,72,421,86LOU_00007,
 , , , , , , , , ,86LOU_TR_00014,72,271,86LOU_00004,
 , , , , ,86LOU_TR_00012,144,0,86LOU_00005,
 ,86LOU_TR_00006,144,1208,86LOU_PEP_TR_00007,86LOU_TR_00020,72,0,86LOU_00006,
 , , , , ,86LOU_TR_00021,72,186,86LOU_00013,
 ,86LOU_TR_00001,72,8,86LOU_00002,
 ,86LOU_TR_00007,72,976,86LOU_00012,
 ,86LOU_TR_00004,72,169,86LOU_00014,
 ,86LOU_TR_00005,72,601,86LOU_00015,
86LRP,86LRP_TR_00008,72,136,86LRP_00007,
 ,86LRP_TR_00009,72,202,86LRP_00007,
86DAN,86DAN_TR_00002,288,538,86DAN_PEP_TR_00003,86DAN_TR_00006,144,33,86DAN_00012,
 , , , , ,86DAN_TR_00005,144,0,86DAN_90000,
 ,86DAN_TR_00001,72,10,86DAN_00013,
 ,86DAN_TR_00003,144,313,86DAN_00014,
 ,86DAN_TR_00004,72,1827,86DAN_90009,
86CAY,86CAY_TR_00002,144,80,86CAY_00001,
 ,86CAY_TR_00008,144,80,86CAY_00001,
86ROU,86ROU_TR_00013,72,2301,86ROU_PEP_TR_00023,86ROU_TR_00021,72,1732,86ROU_00004,
86LUS,86LUS_TR_00002,72,39,86LUS_00005,
 ,86LUS_TR_00003,72,638,86LUS_00005,
86PAY,86PAY_TR_00004,72,2391,86PAY_PEP_TR_00007,86PAY_TR_00018,72,1048,86PAY_00002,
86VIV,86VIV_TR_00001,432,275,86VIV_PEP_TR_00002,86VIV_TR_00004,288,490,86VIV_PEP_TR_00005,86VIV_TR_00009,144,486,86VIV_PEP_TR_00010,86VIV_TR_00010,72,344,86VIV_00011,
 , , , , , , , , , , , , ,86VIV_TR_00011,72,731,86VIV_90012,
 , , , , , , , , ,86VIV_TR_00008,72,154,86VIV_00003,
 , , , , ,86VIV_TR_00005,144,598,86VIV_PEP_TR_00006,86VIV_TR_00007,72,546,86VIV_00005,
 , , , , , , , , ,86VIV_TR_00006,72,0,86VIV_00006,
 , , , , ,86VIV_TR_00003,144,59,86VIV_00004,
 ,86VIV_TR_00002,144,8,86VIV_00007,
86CLB,86CLB_TR_00007,144,703,86CLB_00003,
86VDC,86VDC_TR_00008,72,2463,86VDC_PEP_TR_00015,86VDC_TR_00020,72,1021,86VDC_00006,
86COH,86COH_TR_00009,72,148,86COH_00005,
 ,86COH_TR_00010,72,776,86COH_00005,
 ,86COH_TR_00011,72,715,86COH_00005,
86SDC,86SDC_TR_00012,144,2470,86SDC_PEP_TR_00021,86SDC_TR_00019,144,2302,86SDC_PEP_TR_00030,86SDC_TR_00022,144,2309,86SDC_PEP_TR_00033,86SDC_TR_00024,144,2061,86SDC_PEP_TR_00035,86SDC_TR_00026,72,0,86SDC_00005,
 , , , , , , , , , , , , , , , , ,86SDC_TR_00027,72,313,86SDC_00005,
86CIV,86CIV_TR_00001,288,458,86CIV_PEP_TR_00002,86CIV_TR_00007,144,0,86CIV_00004,
 , , , , ,86CIV_TR_00009,144,482,86CIV_00007,
 , , , , ,86CIV_TR_00008,72,265,86CIV_90002,
 ,86CIV_TR_00006,72,1939,86CIV_00003,
 ,86CIV_TR_00004,144,493,86CIV_00005,
 ,86CIV_TR_00005,72,1208,86CIV_00008,
 ,86CIV_TR_00003,72,5,86CIV_00009,
 ,86CIV_TR_00002,144,95,86CIV_90009,
86CRX,86CRX_TR_00001,72,34,86CRX_00001,
86GCY,86GCY_TR_00006,288,148,86GCY_PEP_TR_00011,86GCY_TR_00015,72,0,86GCY_00008,
 , , , , ,86GCY_TR_00016,72,734,86GCY_00008,
 , , , , ,86GCY_TR_00017,72,862,86GCY_00008,
86FLE,86FLE_TR_00005,72,62,86FLE_00003,
86MPR,86MPR_TR_00014,72,2306,86MPR_PEP_TR_00025,86MPR_TR_00023,72,2306,86MPR_PEP_TR_00034,86MPR_TR_00025,72,1927,86MPR_00004,
86LJR,86LJR_TR_00002,144,2348,86LJR_PEP_TR_00003,86LJR_TR_00012,144,1487,86LJR_00004,
 ,86LJR_TR_00001,72,112,86LJR_00004,
 ,86LJR_TR_00003,72,292,86LJR_00004,
86LSC,86LSC_TR_00004,144,292,86LSC_PEP_TR_00006,86LSC_TR_00010,72,128,86LSC_00004,
 , , , , ,86LSC_TR_00011,72,772,86LSC_00004,
86CGS,86CGS_TR_00005,72,2308,86CGS_PEP_TR_00008,86CGS_TR_00013,72,2304,86CGS_PEP_TR_00018,86CGS_TR_00014,72,116,86CGS_00002,
86MON,86MON_TR_00002,288,435,86MON_PEP_TR_00003,86MON_TR_00012,288,212,86MON_PEP_TR_00013,86MON_TR_00014,144,258,86MON_PEP_TR_00015,86MON_TR_00015,72,116,86MON_00009,
 , , , , , , , , , , , , ,86MON_TR_00016,72,651,86MON_00012,
 , , , , , , , , ,86MON_TR_00013,72,0,86MON_00010,
 , , , , ,86MON_TR_00011,72,0,86MON_00008,
 ,86MON_TR_00005,144,1100,86MON_PEP_TR_00006,86MON_TR_00018,72,797,86MON_00002,
 , , , , ,86MON_TR_00017,72,0,86MON_00016,
 ,86MON_TR_00010,72,1212,86MON_00001,
 ,86MON_TR_00001,72,11,86MON_00005,
 ,86MON_TR_00008,72,1118,86MON_00006,
 ,86MON_TR_00009,72,1724,86MON_00007,
 ,86MON_TR_00006,72,810,86MON_00011,
 ,86MON_TR_00007,72,1105,86MON_00013,
 ,86MON_TR_00004,72,543,86MON_00014,
 ,86MON_TR_00003,144,629,86MON_90002,
86SSG,86SSG_TR_00006,144,213,86SSG_PEP_TR_00010,86SSG_TR_00009,72,580,86SSG_00004,
86CVY,86CVY_TR_00002,144,730,86CVY_PEP_TR_00003,86CVY_TR_00016,72,227,86CVY_00009,
 , , , , ,86CVY_TR_00015,72,73,86CVY_00013,
 ,86CVY_TR_00005,288,936,86CVY_PEP_TR_00006,86CVY_TR_00018,144,2310,86CVY_PEP_TR_00019,86CVY_TR_00019,144,873,86CVY_PEP_TR_00020,86CVY_TR_00021,72,2305,86CVY_PEP_TR_00022,86CVY_TR_00022,72,2309,86CVY_PEP_TR_00023,86CVY_TR_00023,72,494,86CVY_00003,
 , , , , , , , , , , , , ,86CVY_TR_00020,72,0,86CVY_00005,
 , , , , ,86CVY_TR_00017,144,0,86CVY_00015,
 ,86CVY_TR_00007,288,514,86CVY_PEP_TR_00008,86CVY_TR_00010,144,463,86CVY_PEP_TR_00011,86CVY_TR_00014,72,833,86CVY_00007,
 , , , , , , , , ,86CVY_TR_00013,72,0,86CVY_90008,
 , , , , ,86CVY_TR_00009,72,0,86CVY_90010,
 ,86CVY_TR_00008,144,663,86CVY_PEP_TR_00009,86CVY_TR_00011,72,0,86CVY_00001,
 , , , , ,86CVY_TR_00012,72,431,86CVY_00002,
 ,86CVY_TR_00004,72,470,86CVY_00012,
 ,86CVY_TR_00003,72,211,86CVY_00014,
 ,86CVY_TR_00001,72,6,86CVY_90016,
 ,86CVY_TR_00006,72,413,86CVY_91011,
86SAJ,86SAJ_TR_00007,144,1810,86SAJ_00008,
